TradeDate,BaseRate,OpenRate,CloseRate,HighRate,LowRate,MarketValue
07/05/2026,312.96,312.96,312.94,313.28,312.69,
06/05/2026,312.92,312.92,312.96,313.3,312.87,74141606
05/05/2026,312.84,312.7,312.92,313.19,312.58,74131662
04/05/2026,312.62,312.56,312.84,313.08,312.56,74111774
01/05/2026,312.41,312.35,312.62,312.62,312.35,74058465
30/04/2026,312.05,311.9,312.41,312.51,311.9,74008416
29/04/2026,311.79,311.61,312.05,312.06,311.59,73076594
28/04/2026,311.82,311.83,311.79,312.1,311.69,70363263
27/04/2026,311.52,311.42,311.82,312.08,310.41,70370362
24/04/2026,311.33,311.27,311.52,311.55,311.27,70303198
23/04/2026,311.09,311.06,311.33,311.39,310.94,70260832
20/04/2026,311.13,311.1,311.09,311.31,310.2,70206427
17/04/2026,310.8,310.8,311.13,311.34,310.8,70216176
16/04/2026,310.55,310.28,310.8,310.98,310.27,70139623
15/04/2026,310.47,310.28,310.55,310.81,310.11,70084499
14/04/2026,310.19,310.17,310.47,310.54,310.1,70066440
13/04/2026,309.92,309.46,310.19,310.36,309.46,70003005
10/04/2026,309.88,309.9,309.92,310.08,309.88,69942221
09/04/2026,309.61,309.54,309.88,310.04,309.54,69933192
06/04/2026,309.42,309.4,309.61,309.77,309.19,69872407
03/04/2026,308.91,309.0,309.42,309.56,309.0,69828471
31/03/2026,308.84,308.99,308.91,309.23,308.88,69714361
30/03/2026,308.91,308.84,308.84,309.09,308.62,69697513
27/03/2026,309.3,309.24,308.91,309.26,308.79,69714132
26/03/2026,309.48,309.35,309.3,309.5,309.15,69801285
25/03/2026,309.55,309.16,309.48,309.76,309.16,69843291
24/03/2026,309.75,309.75,309.55,309.88,309.37,69858340
23/03/2026,309.95,309.68,309.75,310.16,309.49,69902996
20/03/2026,310.11,309.99,309.95,310.23,309.9,69948372
19/03/2026,310.2,310.19,310.11,310.29,309.98,69985569
18/03/2026,310.19,309.84,310.2,310.5,309.84,70006147
17/03/2026,310.12,310.04,310.19,310.51,309.97,70003497
16/03/2026,309.83,309.94,310.12,310.28,309.94,69987008
13/03/2026,310.08,310.01,309.83,310.16,309.83,69922494
12/03/2026,310.07,309.86,310.08,310.17,309.85,69977259
11/03/2026,310.19,310.02,310.07,310.31,309.86,69976540
10/03/2026,310.45,310.31,310.19,310.77,309.39,70003988
09/03/2026,310.09,310.11,310.45,311.07,310.11,70060683
06/03/2026,309.91,309.91,310.09,310.28,309.89,69981480
05/03/2026,309.94,309.83,309.91,310.11,309.83,69939114
04/03/2026,309.77,309.63,309.94,310.14,309.62,69945493
02/03/2026,309.38,309.38,309.77,310.28,309.38,69907577
27/02/2026,309.59,309.49,309.38,309.86,309.38,69820424
26/02/2026,309.86,309.76,309.59,309.85,309.59,69868449
25/02/2026,310.01,309.77,309.86,310.03,309.77,69929234
24/02/2026,310.12,310.18,310.01,310.2,309.86,69961491
23/02/2026,310.16,310.08,310.12,310.28,309.92,69987008
20/02/2026,310.16,310.05,310.16,310.44,310.05,69996038
19/02/2026,310.28,310.08,310.16,310.3,310.07,69995678
18/02/2026,310.59,310.35,310.28,310.63,310.22,70023846
17/02/2026,310.61,310.55,310.59,310.7,310.52,70092940
16/02/2026,310.73,310.41,310.61,310.77,310.38,70098600
13/02/2026,310.58,310.47,310.73,310.86,310.47,70125557
12/02/2026,310.51,310.3,310.58,310.64,310.3,70090290
11/02/2026,310.58,310.42,310.51,310.64,310.24,70074881
10/02/2026,310.66,310.63,310.58,310.8,310.45,70089930
09/02/2026,310.75,310.64,310.66,310.76,310.48,70109428
06/02/2026,310.65,310.23,310.75,310.83,310.23,70129646
05/02/2026,310.57,310.54,310.65,310.72,310.31,70107138
04/02/2026,310.31,310.25,310.57,310.66,310.15,70088000
03/02/2026,309.98,309.93,310.31,310.31,309.93,70030585
02/02/2026,309.93,309.83,309.98,310.36,309.83,69955111
30/01/2026,309.88,309.58,309.93,310.05,309.58,69943563
29/01/2026,309.52,309.41,309.88,309.88,309.32,69932244
28/01/2026,309.48,309.43,309.52,309.65,309.43,69851961
27/01/2026,309.33,309.38,309.48,309.6,309.3,69842572
26/01/2026,309.07,309.37,309.33,309.45,309.1,69808025
23/01/2026,309.09,308.97,309.07,309.16,308.97,69750610
22/01/2026,309.18,309.05,309.09,309.52,309.02,69754339
21/01/2026,308.91,308.71,309.18,309.18,308.71,69774557
20/01/2026,308.95,308.65,308.91,309.15,308.65,69714492
19/01/2026,309.08,308.64,308.95,309.03,308.46,69723522
16/01/2026,308.93,308.93,309.08,309.21,308.93,69753260
15/01/2026,308.75,308.67,308.93,309.02,308.67,69718713
14/01/2026,308.86,308.86,308.75,309.06,308.69,69677427
13/01/2026,308.82,308.82,308.86,308.93,308.23,69702944
12/01/2026,308.89,308.73,308.82,309,308.69,69693195
09/01/2026,308.9,309.02,308.89,309.09,308.84,69709324
08/01/2026,308.91,308.76,308.9,309.02,308.6,69712333
07/01/2026,308.7,308.7,308.91,308.98,308.49,69714983
06/01/2026,308.74,308.65,308.7,308.87,308.53,69665878
05/01/2026,308.43,308.34,308.74,309.06,308.11,69675627
01/01/2026,308.49,308.51,308.43,308.51,307.45,69606173
31/12/2025,308.47,308.14,308.49,308.53,308.14,69618932
30/12/2025,308.36,308.36,308.47,308.5,308.36,69615563
29/12/2025,308.25,308.25,308.36,308.44,308.15,69590405
28/12/2025,307.92,307.95,308.25,308.25,307.79,69564168
25/12/2025,307.94,309.02,307.92,309.02,307.7,69491704
24/12/2025,307.85,307.79,307.94,308.01,307.79,69494714
23/12/2025,307.5,307.32,307.85,307.85,307.32,69473645
22/12/2025,307.52,307.6,307.5,307.61,307.45,69396732
21/12/2025,307.47,307.3,307.52,307.66,307.17,69399382
18/12/2025,307.45,307.18,307.47,307.56,307.18,69389993
17/12/2025,307.42,307.41,307.45,307.65,307.41,69384693
16/12/2025,307.25,307.2,307.42,307.48,307.2,69378313
15/12/2025,307.2,307.2,307.25,307.47,307.04,69338106
14/12/2025,307.06,307.26,307.2,307.26,306.65,69327998
11/12/2025,306.91,306.9,307.06,307.53,306.84,69296101
10/12/2025,306.99,306.93,306.91,307.16,306.84,69262993
09/12/2025,306.99,307.05,306.99,307.23,306.92,69279481
08/12/2025,307,306.39,306.99,307.04,306.39,69281052
07/12/2025,307.05,307.07,307,307.12,306.9,69283702
04/12/2025,307.17,307.17,307.05,307.3,307.02,69293451
03/12/2025,307.03,306.78,307.17,307.24,306.78,69321618
02/12/2025,307.25,307.25,307.03,307.25,307,69290441
01/12/2025,307.5,307.51,307.25,307.51,307.24,69338106
30/11/2025,307.38,307.35,307.5,307.62,307.32,69395161
27/11/2025,307.43,307.42,307.38,307.52,307.37,69369284
26/11/2025,307.52,307.05,307.43,307.66,307.05,69379393
25/11/2025,307.5,307.56,307.52,307.62,307.34,69398891
24/11/2025,307.47,307.58,307.5,307.6,307.24,69396241
23/11/2025,307.37,307.37,307.47,307.56,307.16,69389502
20/11/2025,307.4,307.31,307.37,307.43,307.29,69366994
19/11/2025,307.36,307.04,307.4,307.46,307.02,69373013
18/11/2025,307.5,307.4,307.36,307.64,307.09,69362905
17/11/2025,307.53,307.49,307.5,307.65,307.49,69396732
16/11/2025,307.21,307.21,307.53,307.61,307.21,69403471
13/11/2025,307.28,307.21,307.21,307.36,307.1,69329928
12/11/2025,307.1,306.95,307.28,307.35,306.95,69157429
11/11/2025,307.1,306.93,307.1,307.23,306.93,68551737
10/11/2025,307.2,307.14,307.1,307.36,307.01,68551737
09/11/2025,307.26,307.2,307.2,307.45,307.16,68573192
06/11/2025,307.35,307.33,307.26,307.47,307.21,68585391
05/11/2025,307.7,307.48,307.35,307.76,307.35,68605609
04/11/2025,307.89,307.89,307.7,308.03,307.61,68684305
03/11/2025,307.99,308,307.89,308.25,307.8,68726788
02/11/2025,307.66,307.66,307.99,308.05,307.66,68749096
30/10/2025,307.97,307.63,307.66,308,306.67,68675049
29/10/2025,307.93,308.04,307.97,308.11,307.31,68744873
28/10/2025,307.98,308.04,307.93,308.05,307.9,68735617
27/10/2025,307.91,307.76,307.98,308.12,307.76,68747390
26/10/2025,307.91,307.79,307.91,308.01,307.79,68732248
23/10/2025,307.8,307.8,307.91,307.96,307.79,68732248
22/10/2025,307.7,307.46,307.8,307.9,307.46,68706570
21/10/2025,307.57,307.07,307.7,307.8,307.04,68683836
20/10/2025,307.46,307.55,307.57,307.57,307.22,68656068
19/10/2025,307.84,307.76,307.46,307.91,307.35,68629964
16/10/2025,307.9,307.46,307.84,307.98,307.16,69108792
15/10/2025,307.53,307.31,307.9,307.99,307.26,69122697
12/10/2025,307.27,307.27,307.53,307.67,307.27,69041484
09/10/2025,307.11,307.11,307.27,307.7,307.11,68981300
08/10/2025,307.2,306.94,307.11,307.45,306.94,68946793
05/10/2025,306.71,306.71,307.2,307.63,306.71,68966584
30/09/2025,306.76,306.73,306.71,307.27,306.64,68857178
29/09/2025,306.61,306.66,306.76,307.03,306.66,68869803
28/09/2025,306.17,306.25,306.61,306.63,306.11,68836576
25/09/2025,305.76,305.75,306.17,306.33,305.75,68737278
21/09/2025,305.43,305.22,305.76,305.81,305.22,68645957
18/09/2025,305.22,305.38,305.43,305.47,305.14,68571484
17/09/2025,305.12,305.12,305.22,305.34,305.03,67952584
16/09/2025,304.34,303.8,305.12,305.12,303.78,66056672
15/09/2025,304.58,304.58,304.34,304.82,304.31,65889367
14/09/2025,304.66,304.82,304.58,304.88,304.55,65940564
11/09/2025,304.58,304.58,304.66,304.79,304.47,65958805
10/09/2025,304.33,303.92,304.58,304.62,303.16,65940564
09/09/2025,304.44,304.41,304.33,304.51,304.23,65886229
08/09/2025,304.05,304.05,304.44,304.5,304.04,65910551
07/09/2025,303.92,303.92,304.05,304.44,303.92,65825621
04/09/2025,303.82,303.65,303.92,304.12,303.65,65798356
03/09/2025,303.66,303.57,303.82,303.85,303.57,65777172
02/09/2025,303.84,303.74,303.66,303.85,303.11,65740885
01/09/2025,303.89,303.76,303.84,304.26,303.68,65780309
31/08/2025,304.02,304.07,303.89,304.16,303.82,65792470
28/08/2025,303.98,303.98,304.02,304.31,303.98,65819346
27/08/2025,304.1,304.03,303.98,304.19,303.92,65810129
26/08/2025,304.29,304.34,304.1,304.39,304.02,65837587
25/08/2025,304.07,304.36,304.29,304.4,304.22,65877400
24/08/2025,303.63,303.63,304.07,304.13,303.63,65829340
21/08/2025,303.43,303.13,303.63,303.75,303.13,65734998
20/08/2025,303.4,303.4,303.43,303.49,303.25,65692242
19/08/2025,303.43,303.43,303.4,303.46,303.25,65686162
18/08/2025,303.42,303.44,303.43,303.56,303.27,65692048
17/08/2025,303.23,303.26,303.42,303.84,303.26,65688911
14/08/2025,303.32,302.95,303.23,303.47,302.95,65648710
13/08/2025,302.95,303.03,303.32,303.34,302.99,65668697
12/08/2025,302.92,302.78,302.95,303.2,302.78,65588295
11/08/2025,302.74,302.43,302.92,303.01,302.43,65581633
10/08/2025,302.49,302.54,302.74,302.78,302.22,65543372
07/08/2025,302.38,302.39,302.49,302.63,302.28,65488067
06/08/2025,302.25,302.24,302.38,302.41,302.04,65463746
05/08/2025,302.24,302.21,302.25,302.39,301.97,65436870
04/08/2025,301.93,302.15,302.24,302.83,302.11,65433927
31/07/2025,302.05,301.89,301.93,302.26,301.82,65366655
30/07/2025,301.75,301.75,302.05,302.32,301.75,65394114
29/07/2025,301.86,302,301.75,302,301.72,65327231
28/07/2025,302,302,301.86,302.24,301.71,65351940
27/07/2025,302.15,302.06,302,302.27,301.97,65381953
24/07/2025,302.12,302.06,302.15,302.22,302.06,65415492
23/07/2025,301.96,301.96,302.12,302.21,301.96,65409217
22/07/2025,302.1,302.1,301.96,302.17,301.85,65372736
21/07/2025,302,302.21,302.1,302.54,302.01,65403331
20/07/2025,301.52,301.6,302,302,301.6,65382341
17/07/2025,301.44,301.36,301.52,301.69,301.32,65279170
16/07/2025,300.74,301.27,301.44,301.56,300.96,65260929
15/07/2025,300.78,300.87,300.74,301,300.72,65108534
14/07/2025,300.82,300.68,300.78,300.95,300.61,65117946
13/07/2025,301,301.16,300.82,301.16,300.69,65126581
10/07/2025,300.88,300.82,301,301.08,300.82,65165812
09/07/2025,300.23,300.18,300.88,300.88,300.18,65139130
08/07/2025,300.09,300.22,300.23,300.57,299.77,64999283
07/07/2025,300.56,300.34,300.09,300.68,300.09,64968299
06/07/2025,300.43,300.09,300.56,300.86,300.09,65071470
03/07/2025,300.26,300.38,300.43,300.89,300.33,65041651
02/07/2025,300.32,300.32,300.26,300.47,300.18,65005557
01/07/2025,300.37,300.37,300.32,300.71,300.32,65017524
30/06/2025,300.36,300.41,300.37,300.78,300.3,65029684
29/06/2025,300.35,300.39,300.36,300.71,300.28,65026935
26/06/2025,300.07,300.03,300.35,300.45,300.01,65024574
25/06/2025,299.76,299.85,300.07,300.21,299.85,93047099
24/06/2025,299.27,299.3,299.76,299.88,299.3,92949483
23/06/2025,299.09,299.33,299.27,299.36,299.13,92793575
22/06/2025,298.59,298.56,299.09,299.16,298.56,92740671
19/06/2025,298.48,298.46,298.59,298.67,298.44,92581682
18/06/2025,298.22,298.24,298.48,298.48,298.2,92547111
17/06/2025,298.36,298.41,298.22,298.45,298.19,92467644
16/06/2025,298.17,297.7,298.36,298.39,297.46,92510223
15/06/2025,297.98,298,298.17,298.17,297.47,92450214
12/06/2025,297.93,297.84,297.98,298.02,297.67,92388961
11/06/2025,297.96,297.92,297.93,298.2,297.84,92374559
10/06/2025,297.93,297.97,297.96,298.18,297.84,92384209
09/06/2025,298.02,297.7,297.93,298.12,297.69,92376006
08/06/2025,298.19,297.93,298.02,298.19,297.93,92405005
05/06/2025,298.26,298.36,298.19,298.55,298.16,92455889
04/06/2025,298.25,298.27,298.26,298.6,298.22,92478180
03/06/2025,298.35,298.33,298.25,298.66,298.18,92474730
29/05/2025,298.41,298.42,298.35,298.61,298.2,92507161
28/05/2025,298.42,298.37,298.41,298.57,298.37,92526434
27/05/2025,298.35,298.41,298.42,298.54,298.24,92529885
26/05/2025,298.21,298.36,298.35,298.38,298.26,92505564
25/05/2025,298.02,298.08,298.21,298.31,298.07,92464405
22/05/2025,298.22,297.92,298.02,298.28,297.92,92404868
21/05/2025,298.19,298.06,298.22,298.25,297.94,92465163
20/05/2025,298.33,298.2,298.19,298.43,298.13,92458346
19/05/2025,298.35,298.24,298.33,298.58,298.12,92505670
18/05/2025,297.02,297.86,298.35,298.38,297.86,92901447
15/05/2025,297.06,297.02,297.02,297.18,296.97,92487515
14/05/2025,297.15,297.12,297.06,297.33,297.06,92012869
13/05/2025,297.06,297.01,297.15,297.25,296.89,90394721
12/05/2025,297.26,297.14,297.06,297.38,297.01,90364978
11/05/2025,297.27,297.19,297.26,297.51,297.19,90426935
08/05/2025,297.28,297.53,297.27,297.6,297.27,90428263
07/05/2025,297.3,296.88,297.28,297.54,296.88,90433134
06/05/2025,297.61,297.44,297.3,297.82,297.27,90437692
05/05/2025,297.81,297.76,297.61,297.94,297.53,90532843
04/05/2025,298.06,297.66,297.81,297.96,297.66,90594156
29/04/2025,297.87,298.09,298.06,298.12,297.79,90559153
28/04/2025,297.72,297.89,297.87,297.93,297.74,89988504
27/04/2025,297.27,297.39,297.72,297.76,297.39,89941874
24/04/2025,297,296.92,297.27,297.35,296.92,89807509
23/04/2025,296.79,296.73,297,297.23,296.7,89605728
22/04/2025,296.21,296.31,296.79,296.88,296.15,89082858
21/04/2025,296.33,296.27,296.21,296.51,296.16,88908909
20/04/2025,296.35,296.32,296.33,296.54,296.17,88944246
17/04/2025,296.28,296.54,296.35,296.63,296.22,88950285
16/04/2025,295.46,295.68,296.28,296.34,295.59,88928990
15/04/2025,294.7,294.7,295.46,295.48,294.7,88682458
14/04/2025,294.39,294.48,294.7,294.82,294.43,88456296
10/04/2025,294.32,294.41,294.39,295.1,294.28,88364216
09/04/2025,294.74,294.61,294.32,294.61,293.86,88341726
08/04/2025,294.99,294.92,294.74,295.34,294.74,88467647
07/04/2025,295.72,295.87,294.99,295.95,294.91,88542264
06/04/2025,295.86,295.86,295.72,296.11,295.63,88760195
03/04/2025,295.69,295.76,295.86,296.19,295.65,88802738
02/04/2025,295.78,295.78,295.69,295.95,295.63,88751449
01/04/2025,295.77,295.66,295.78,296.06,295.58,88646356
31/03/2025,295.75,295.61,295.77,296.03,295.61,88184923
30/03/2025,295.69,295.69,295.75,295.99,295.63,88177616
27/03/2025,296.02,295.89,295.69,296.01,295.69,88159746
26/03/2025,296.26,296.2,296.02,296.42,295.96,88259834
25/03/2025,296.28,296.24,296.26,296.33,296.15,88267629
24/03/2025,296.64,296.68,296.28,296.78,296.18,87814207
23/03/2025,297.01,296.8,296.64,297,296.58,87921958
20/03/2025,296.85,296.19,297.01,297.27,296.19,88027253
19/03/2025,296.74,296.86,296.85,296.93,296.77,87980805
18/03/2025,296.62,296.57,296.74,296.82,296.51,87948749
17/03/2025,296.66,297.65,296.62,298.49,296.6,87451757
16/03/2025,296.98,296.85,296.66,296.9,296.58,87463416
13/03/2025,297.02,297.11,296.98,297.29,296.9,87558648
12/03/2025,297.11,297.12,297.02,297.18,296.91,87321283
11/03/2025,297.09,297.01,297.11,297.2,296.98,86216211
10/03/2025,297.32,297.5,297.09,297.56,297.02,86210597
09/03/2025,297.27,297.38,297.32,297.53,297.27,86277652
06/03/2025,297.22,297.09,297.27,297.4,296.98,86263674
05/03/2025,297.35,297.35,297.22,297.43,297.19,86248564
04/03/2025,297.33,297.32,297.35,297.59,297.32,86182704
03/03/2025,297.26,297.28,297.33,297.46,297.2,85715833
02/03/2025,297.07,297.19,297.26,297.51,296.71,85695947
27/02/2025,297.11,297,297.07,297.27,296.84,85640204
26/02/2025,297.12,297.05,297.11,297.27,296.49,85650827
25/02/2025,297.14,297.26,297.12,297.39,297.11,85538611
24/02/2025,297.31,297.15,297.14,297.28,297.09,85084049
23/02/2025,297.05,297.09,297.31,297.41,297.09,85133842
20/02/2025,296.96,296.96,297.05,297.22,296.6,85056384
19/02/2025,296.97,296.83,296.96,297.04,296.83,85031491
18/02/2025,297.02,296.92,296.97,297.33,296.87,84931903
17/02/2025,296.6,296.63,297.02,297.2,296.45,84432616
16/02/2025,296.43,296.45,296.6,296.91,296.45,84313029
13/02/2025,296.42,296.3,296.43,296.66,296.27,84264800
12/02/2025,296.62,296.67,296.42,296.75,296.32,84083638
11/02/2025,296.44,296.24,296.62,296.65,296.14,83327942
10/02/2025,295.89,295.87,296.44,296.5,295.7,83278436
09/02/2025,296.04,295.93,295.89,296.01,295.82,83123601
06/02/2025,296.09,296.08,296.04,296.29,295.95,83166269
05/02/2025,295.58,295.64,296.09,296.36,295.61,83178563
04/02/2025,295.51,295.49,295.58,295.61,295.36,83034859
03/02/2025,295.47,295.67,295.51,295.67,295.37,82556462
02/02/2025,295.61,295.59,295.47,295.61,295.29,82545865
30/01/2025,295.66,295.66,295.61,295.89,295.52,82586351
29/01/2025,295.61,295.6,295.66,295.87,295.52,82600466
28/01/2025,295.49,295.56,295.61,295.7,295.32,82585561
27/01/2025,295.75,296,295.49,296,295.45,82043774
26/01/2025,295.62,295.6,295.75,295.82,295.52,82114786
23/01/2025,295.75,295.67,295.62,295.74,295.6,82079130
22/01/2025,295.49,295.32,295.75,295.89,295.32,82114195
21/01/2025,295.38,295.45,295.49,295.52,295.32,81901657
20/01/2025,295.74,295.55,295.38,295.64,295.2,81362241
19/01/2025,295.76,295.65,295.74,295.87,295.55,81462413
16/01/2025,296.03,295.85,295.76,295.89,295.49,81466928
15/01/2025,295.65,295.6,296.03,296.03,295.53,81540936
14/01/2025,295.79,295.71,295.65,295.96,295.61,81436022
13/01/2025,295.57,295.27,295.79,295.84,295.27,81475817
12/01/2025,295.14,295.13,295.57,295.67,294.85,81415654
09/01/2025,295.02,294.84,295.14,295.18,294.84,81295842
08/01/2025,295.24,295.08,295.02,295.29,294.91,81262641
07/01/2025,295.53,295.43,295.24,295.61,295.24,81146197
06/01/2025,295.44,295.42,295.53,295.53,295.29,80715064
05/01/2025,295.46,295.27,295.44,295.49,295.27,80690845
02/01/2025,295.52,295.52,295.46,295.61,295.32,80698052
01/01/2025,295.45,295.25,295.52,295.6,295.23,80712947
31/12/2024,295.32,295.27,295.45,295.63,295.26,80693925
30/12/2024,295.16,295.16,295.32,295.4,295.1,80659642
29/12/2024,295.1,295.03,295.16,295.26,294.89,80614486
26/12/2024,295.16,294.82,295.1,295.34,294.82,80596087
25/12/2024,295.19,295.15,295.16,295.56,294.86,80613016
24/12/2024,295.12,295.17,295.19,295.26,295.04,80621932
23/12/2024,295.11,295.31,295.12,295.31,295.04,80602452
22/12/2024,294.94,294.91,295.11,295.21,294.88,80600222
19/12/2024,295.16,294.86,294.94,295.01,294.76,80555984
18/12/2024,295.34,295.2,295.16,295.54,295.16,80615511
17/12/2024,295.62,295.48,295.34,295.53,295.2,80664100
16/12/2024,296.07,295.98,295.62,296.17,295.58,80230093
15/12/2024,296.34,296.05,296.07,296.27,295.82,80352173
12/12/2024,296.11,296.07,296.34,296.49,295.76,80426877
11/12/2024,295.64,295.44,296.11,296.11,295.44,80365160
10/12/2024,295.66,295.56,295.64,295.74,295.3,80237581
09/12/2024,294.96,294.93,295.66,295.66,294.86,80241150
08/12/2024,294.78,294.78,294.96,295.07,294.74,80052242
05/12/2024,294.42,294.34,294.78,294.78,294.33,80003079
04/12/2024,294.49,294.45,294.42,294.66,294.29,79905140
03/12/2024,294.48,294.43,294.49,294.69,294.26,79922680
02/12/2024,294.84,294.66,294.48,294.91,294.32,79412154
01/12/2024,294.78,294.61,294.84,295.06,294.61,79510179
28/11/2024,294.62,294.62,294.78,294.78,294.36,79494864
27/11/2024,294.52,294.56,294.62,294.85,294.55,79452580
26/11/2024,294.79,294.9,294.52,294.96,294.52,79424664
25/11/2024,294.61,294.88,294.79,295.07,294.7,79090875
24/11/2024,294.15,294.11,294.61,294.73,294.11,79040482
21/11/2024,294.08,294.08,294.15,294.46,294.04,78915671
20/11/2024,293.88,294.02,294.08,294.16,293.67,78897172
19/11/2024,293.67,293.71,293.88,294.21,293.05,78704905
18/11/2024,293.44,293.53,293.67,293.72,293.34,78244058
17/11/2024,293.49,293.7,293.44,293.92,293.44,78182112
14/11/2024,293.32,293.07,293.49,293.68,293.06,78194297
13/11/2024,293.32,292.82,293.32,293.45,292.82,78055693
12/11/2024,292.91,292.8,293.32,293.36,292.74,77730787
11/11/2024,292.91,293.02,292.91,293.22,292.82,77622988
10/11/2024,292.49,292.54,292.91,293.11,292.49,77623082
07/11/2024,291.84,291.94,292.49,292.64,291.94,77510111
06/11/2024,291.81,291.68,291.84,292.15,291.49,77336938
05/11/2024,292.01,291.97,291.81,292.07,291.55,77328939
04/11/2024,292.12,292.09,292.01,292.24,291.94,76980488
03/11/2024,292.6,292.51,292.12,292.51,292.07,77008209
31/10/2024,293.1,293,292.6,293.02,292.4,77137212
30/10/2024,292.69,292.69,293.1,293.25,292.69,77230011
29/10/2024,292.64,292.77,292.69,292.95,292.63,76885182
28/10/2024,292.93,292.8,292.64,293.16,292.47,76315381
27/10/2024,293.07,293.07,292.93,293.65,292.9,76391231
22/10/2024,293.4,293.21,293.07,293.28,292.88,76426693
21/10/2024,293.77,293.5,293.4,293.91,293.26,76514546
20/10/2024,293.15,293.45,293.77,293.89,293.02,76613372
15/10/2024,293.05,293.14,293.15,293.47,292.96,76445195
14/10/2024,293.38,293.52,293.05,293.62,293.03,76108505
13/10/2024,293.42,293.81,293.38,293.81,293.31,76194122
10/10/2024,293.68,293.57,293.42,293.97,293.31,76205266
09/10/2024,293.53,293.53,293.68,294.09,293.45,76274455
08/10/2024,293.56,293.59,293.53,293.85,293.41,76235281
07/10/2024,294.11,294.06,293.56,294.44,293.56,76241973
06/10/2024,294.6,294.68,294.11,294.68,294.06,76387296
01/10/2024,294.49,294.49,294.6,294.84,294.44,76343860
30/09/2024,294.4,294.35,294.49,294.93,294.29,75750474
29/09/2024,294.4,294.39,294.4,295.08,294.28,75728104
26/09/2024,293.09,293.3,294.4,294.41,293.27,75727377
25/09/2024,292.39,292.49,293.09,293.3,292.47,75386598
24/09/2024,292.18,292.26,292.39,292.66,291.96,75201371
23/09/2024,292.97,292.94,292.18,293.3,292.18,75147785
22/09/2024,293.46,293.66,292.97,293.66,292.97,75352616
19/09/2024,294.06,293.98,293.46,294.41,293.42,75480217
18/09/2024,293.98,293.94,294.06,294.38,293.93,75635423
17/09/2024,293.88,294.53,293.98,294.6,293.57,75427324
16/09/2024,292.35,293.27,293.88,293.92,293.25,74843760
15/09/2024,292.37,292.47,292.35,292.54,292.25,74452520
12/09/2024,292.1,292.23,292.37,292.47,292.07,74459355
11/09/2024,291.93,291.81,292.1,292.27,291.81,73793253
10/09/2024,291.68,291.63,291.93,292.03,291.58,71763304
09/09/2024,292.14,292.05,291.68,292.15,291.65,71703044
08/09/2024,292.02,292.07,292.14,292.51,291.92,71815216
05/09/2024,291.88,291.95,292.02,292.3,291.87,71787356
04/09/2024,292.1,292.1,291.88,292.26,291.81,71751969
03/09/2024,292.07,291.74,292.1,292.31,291.74,71688165
02/09/2024,292.2,292.49,292.07,292.49,291.96,71123433
01/09/2024,292.31,292.4,292.2,292.82,292.14,71152947
29/08/2024,292.46,292.1,292.31,292.48,292.1,71181220
28/08/2024,292.21,292.4,292.46,292.66,292.2,71218106
27/08/2024,292.27,292.32,292.21,292.43,292.2,93647587
26/08/2024,292.05,292.23,292.27,292.38,292.21,93664882
25/08/2024,291.95,291.79,292.05,292.21,291.79,93594272
22/08/2024,292.01,291.9,291.95,292.34,291.9,93561092
21/08/2024,292.15,292.09,292.01,292.33,291.66,93580767
20/08/2024,291.87,291.86,292.15,292.26,291.86,93628457
19/08/2024,291.79,291.78,291.87,292.2,291.67,93536244
18/08/2024,290.49,290.59,291.79,291.84,290.59,93509569
15/08/2024,290.89,290.93,290.49,291.13,290.32,93095254
14/08/2024,290.8,291.08,290.89,291.41,290.82,93221644
12/08/2024,291.42,291.49,290.8,291.49,290.66,92686759
11/08/2024,290.81,290.83,291.42,291.42,290.82,92887875
08/08/2024,290.88,290.92,290.81,291.31,290.81,92692293
07/08/2024,290.85,290.92,290.88,291.15,290.64,92713914
06/08/2024,290.98,290.87,290.85,291.06,290.67,92702746
05/08/2024,290.5,290.51,290.98,291.56,290.51,92189299
04/08/2024,289.53,289.53,290.5,290.5,289.53,92034767
01/08/2024,289.43,289.25,289.53,290.38,289.25,91724068
31/07/2024,289.4,289.4,289.43,289.64,289.24,91692951
30/07/2024,289.34,289.37,289.4,289.76,289.36,91609779
29/07/2024,289.4,289.49,289.34,289.9,289.04,91087378
28/07/2024,290.01,289.92,289.4,289.92,289.21,91108186
25/07/2024,290.06,289.95,290.01,290.32,289.89,91304928
24/07/2024,290.17,290.11,290.06,290.74,289.98,91321772
23/07/2024,289.82,289.79,290.17,290.45,289.58,91358196
22/07/2024,289.61,289.76,289.82,290.11,289.74,91242049
21/07/2024,290.18,289.73,289.61,290.15,289.31,91175715
18/07/2024,290.33,290.35,290.18,290.57,290.13,91359118
17/07/2024,289.75,289.68,290.33,290.56,289.68,91430381
16/07/2024,288.31,288.35,289.75,289.81,288.35,91092668
15/07/2024,287.75,287.82,288.31,288.47,287.71,90182899
14/07/2024,287.69,287.65,287.75,287.97,287.54,90006538
11/07/2024,287.4,287.45,287.69,288.08,287.37,89988967
10/07/2024,287.27,287.58,287.4,287.62,287.4,89786524
09/07/2024,286.86,286.84,287.27,287.31,286.51,89323113
08/07/2024,287.34,287.28,286.86,287.41,286.67,88697500
07/07/2024,286.88,286.99,287.34,287.76,286.99,88845600
04/07/2024,286.87,286.87,286.88,287.5,286.86,88702259
03/07/2024,286.93,286.84,286.87,287.35,286.65,88699748
